,2,3,4,5,6,7,8,9,10,11
8,3,3,3,5,5,3,3,3,3,3
9,3,5,5,5,5,3,3,3,3,3
10,5,5,5,5,5,5,5,5,3,3
11,5,5,5,5,5,5,5,5,5,5
12,3,3,4,4,4,3,3,3,3,3
13,4,4,4,4,4,3,3,3,3,3
14,4,4,4,4,4,3,3,3,3,3
15,4,4,4,4,4,3,3,3,3,3
16,4,4,4,4,4,3,3,3,3,3
17,4,4,4,4,4,4,4,4,4,4
